Content,UniqueID,CSVFilename
"John Fitzgerald Kennedy (May 29, 1917 - November 22, 1963), also known as JFK, was the 35th president of the United States of America.",rawdata_3798,rawdata_3798.csv
He was the youngest president ever elected and the only Roman Catholic president.,rawdata_3799,rawdata_3799.csv
"Kennedy is also the only Roman Catholic ever to become President, the first president to serve who was born in the 20th century, the last to die while still in office, the last Democrat from the North to be elected, and the last to be elected while serving in the U.S. Senate.",rawdata_3800,rawdata_3800.csv
"Another example of Kennedy's belief in the ability of nonmilitary power to improve the world was the creation of the Peace Corps, one of his first acts as president.",rawdata_3801,rawdata_3801.csv
"Kennedy married his second wife Jacqueline Bouvier on September 12, 1953.",rawdata_3802,rawdata_3802.csv
"During this period, he published Profiles in Courage, highlighting eight instances in which U.S. Senators risked their careers by standing by their personal beliefs.",rawdata_3803,rawdata_3803.csv
The book was awarded the 1957 Pulitzer Prize for Biography.,rawdata_3804,rawdata_3804.csv
"Kennedy's other decorations of the Second World War include the Purple Heart, Asiatic-Pacific Campaign Medal, and the World War II Victory Medal.",rawdata_3805,rawdata_3805.csv
"In 1958, Kennedy published the first edition of his book A Nation of Immigrants, closely following his involvement in the Displaced Persons Act and the 1957 bill to bring families together.",rawdata_3806,rawdata_3806.csv
"After World War II, Kennedy entered politics (partly to fill the void of his popular brother, Joseph P. Kennedy, Jr., on whom his family had pinned many of their hopes but who was killed in the war).",rawdata_3807,rawdata_3807.csv
"In 1946, Representative James Michael Curley vacated his seat in an overwhelmingly Democratic district to become mayor of Boston and Kennedy ran for that seat, beating his Republican opponent by a large margin.",rawdata_3808,rawdata_3808.csv
"He was reelected twice, but had a mixed voting record, often diverging from President Harry S. Truman and the rest of the Democratic Party.",rawdata_3809,rawdata_3809.csv
"In the spring of 1941, Kennedy volunteered for the U.S. Army, but was rejected, mainly because of his troublesome back.",rawdata_3810,rawdata_3810.csv
"However, the U.S. Navy accepted him in September of that year.",rawdata_3811,rawdata_3811.csv
"He participated in various commands in the Pacific Theater and earned the rank of lieutenant, commanding a patrol torpedo boat or PT boat.",rawdata_3812,rawdata_3812.csv
"George David Birkhoff (21 March 1884 - 12 November 1944) was an American mathematician, and one of the most important leaders in mathematics in the USA in his generation.",rawdata_3813,rawdata_3813.csv
"He was born in Overisel, Michigan.",rawdata_3814,rawdata_3814.csv
In 1923 he was awarded the inaugural Bôcher Memorial Prize by the American Mathematical Society.,rawdata_3815,rawdata_3815.csv
The mathematician Garrett Birkhoff (1911-1996) was his son.,rawdata_3816,rawdata_3816.csv
"Webster English Young (December 3, 1932 - December 13, 2003) was an American jazz trumpeter and cornetist.",rawdata_3817,rawdata_3817.csv
"He was noted for his lyrical playing, and performed with John Coltrane, Dexter Gordon, Hampton Hawes, Jackie McLean, and Ike and Tina Turner, among others.",rawdata_3818,rawdata_3818.csv
"He later became an educator, teaching music theory at the University of the District of Columbia; he was also director of the District of Columbia Music Center jazz workshop band.",rawdata_3819,rawdata_3819.csv
"John Ellis ""Jeb"" Bush (born February 11, 1953), a Republican, is the forty-third and current Governor of Florida.",rawdata_3820,rawdata_3820.csv
"He is a prominent member of the Bush family, the younger brother of President George W. Bush and the second son of former President George H. W. Bush and Barbara Bush.",rawdata_3821,rawdata_3821.csv
"After earning his degree, Bush went to work in an entry level position in the international division of Texas Commerce Bank, which was run by Ben Love.",rawdata_3822,rawdata_3822.csv
"Following the 1980 presidential election, Bush and his family moved to Miami-Dade County, Florida.",rawdata_3823,rawdata_3823.csv
"He took a job in real estate with Armando Codina, a 32-year-old Cuban immigrant and self-made American millionaire.",rawdata_3824,rawdata_3824.csv
"Bush co-founded the first charter school in the State of Florida: Liberty City Charter School, a grades K-6 elementary school.",rawdata_3825,rawdata_3825.csv
"[4] Situated in Liberty City, Dade County, the school is located just outside of greater Miami, in an area plagued by poverty.",rawdata_3826,rawdata_3826.csv
"The co-founder, working alongside Bush as a partner, was T. Williard Fair, a well-known local black activist and head of the Greater Miami Urban League.",rawdata_3827,rawdata_3827.csv
"Governor Buddy MacKay (55% to 45%) to become governor, after courting moderate voters and Hispanics.",rawdata_3828,rawdata_3828.csv
"He then enrolled at Phillips Andover, a private boarding school in Massachusetts already attended by his brother George.",rawdata_3829,rawdata_3829.csv
"At the urging of his wife, Columba, a devout Mexican Catholic, the Protestant Bush became a Roman Catholic.",rawdata_3830,rawdata_3830.csv
"Bush attended the University of Texas at Austin, where he graduated Phi Beta Kappa with a Bachelor's degree in Latin American Studies in 1973, taking only two and a half years to complete his work, and obtaining generally excellent grades.",rawdata_3831,rawdata_3831.csv
He regularly delivers speeches in both English and Spanish due to the large number of Spanish speaking residents of Florida.,rawdata_3832,rawdata_3832.csv
"Their three children, now grown, are George P. (recently married), John E. ""Jeb"" Bush Jr. and Noelle.",rawdata_3833,rawdata_3833.csv
"In November 1977 he was sent to the Venezuelan capital of Caracas, in South America, to open a new operation for the bank.",rawdata_3834,rawdata_3834.csv
"When Bush was six years old, the family moved to Houston, Texas.",rawdata_3835,rawdata_3835.csv
"Bush stayed in Houston with another family to finish the school year, and spent most summers and holidays at the family estate, known as the Bush Compound.",rawdata_3836,rawdata_3836.csv
"When Bush was seventeen, he went to Leon, Mexico, as part of his school's student exchange program.",rawdata_3837,rawdata_3837.csv
"While attending a motorcycle race, he met a local girl named Columba Garnica Gallo, whom he eventually married.",rawdata_3838,rawdata_3838.csv
"Jeb Bush was born in Midland, Texas, where his father was running an oil drilling company.",rawdata_3839,rawdata_3839.csv
"Henry Ford, with his son Edsel, founded the Ford Foundation in 1936 as a local philanthropic organization with a broad charter to promote human welfare.",rawdata_3840,rawdata_3840.csv
"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.",rawdata_3841,rawdata_3841.csv
"With his interest in race cars, he formed a second company, the Henry Ford Company.",rawdata_3842,rawdata_3842.csv
"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.",rawdata_3843,rawdata_3843.csv
"Ford was forced out of the company by the investors, including Henry M. Leland in 1902, and the company was reorganized as Cadillac.",rawdata_3844,rawdata_3844.csv
"In 1891, Ford became an engineer with the Edison Illuminating Company, and after his promotion to Chief Engineer in 1893, he had enough time and money to devote attention to his personal experiments on internal combustion engines.",rawdata_3845,rawdata_3845.csv
"These experiments culminated in 1896 with the completion of his own self-propelled vehicle named the Quadricycle, which he test-drove on June 4 of that year.",rawdata_3846,rawdata_3846.csv
"Ford was born on a prosperous farm in Springwells Township (now in the city of Dearborn, Michigan) owned by his parents, William Ford (1826-1905) and Mary Litogot (c1839-1876), immigrants from County Cork, Ireland.",rawdata_3847,rawdata_3847.csv
"In the years between the wars, Henry Ford supported Adolf Hitler's Nazi regime.",rawdata_3848,rawdata_3848.csv
There is also some evidence that Henry Ford gave Adolf Hitler direct financial backing when Hitler was first starting out in politics.,rawdata_3849,rawdata_3849.csv
"This can in part be traced to statements from Kurt Ludecke, Germany's representative to the U.S. in the 1920s, and Winifred Wagner, daughter-in-law of Richard Wagner, who said they requested funds from Ford to aid the National Socialist movement in Germany.",rawdata_3850,rawdata_3850.csv
"Although Ford is often credited with the idea, contemporary sources indicate that the concept and its development came from employees Clarence Avery, Peter E. Martin, Charles E. Sorensen, and C.H. Wills.",rawdata_3851,rawdata_3851.csv
Henry Ford advocated long-time associate Harry Bennett to take the spot.,rawdata_3852,rawdata_3852.csv
"Edsel's widow Eleanor, who had inherited Edsel's voting stock, wanted her son Henry Ford II to take over the position.",rawdata_3853,rawdata_3853.csv
"In 1879, he left home for the nearby city of Detroit to work as an apprentice machinist, first with James F. Flower & Bros., and later with the Detroit Dry Dock Co.",rawdata_3854,rawdata_3854.csv
"Alexander Rae Baldwin III (born April 3, 1958, in Massapequa, Long Island, New York, USA) is an American actor who is the oldest and best known of the ""Baldwin brothers"", with brothers Daniel, Stephen and William.",rawdata_3855,rawdata_3855.csv
He is of three quarters Irish and one quarter French descent.,rawdata_3856,rawdata_3856.csv
"Baldwin has appeared in movies such as The Cooler, The Hunt for Red October, Beetlejuice, Ghosts of Mississippi, Talk Radio, Final Fantasy: The Spirits Within (voice), The Cat in the Hat, Pearl Harbor, Thomas and the Magic Railroad, Along Came Polly, The SpongeBob SquarePants Movie, and The Aviator.",rawdata_3857,rawdata_3857.csv
"When Baldwin was young, he had a job as a busboy at famous New York City disco Studio 54.",rawdata_3858,rawdata_3858.csv
He was married to actress Kim Basinger from 1993 to 2002.,rawdata_3859,rawdata_3859.csv
"Baldwin, a liberal Democrat, has always had an active interest in politics and is frequently rumored to be a candidate for public office.",rawdata_3860,rawdata_3860.csv
"In particular, Baldwin is one of the most frequent hosts of Saturday Night Live, leading the show eleven times and also making cameo appearances regularly.",rawdata_3861,rawdata_3861.csv
He played William Barrett Travis in a movie about the Alamo called Thirteen Days of Glory.,rawdata_3862,rawdata_3862.csv
"In 1998, he began narrating the American version of the children's series Thomas the Tank Engine and Friends.",rawdata_3863,rawdata_3863.csv
"He is infamous for his 1994 appearance on Saturday Night Live as he potrays Mr. Armstrong, a scoutmaster who is a pedophile, he rips his shirt and puts his mouth around Adam Sandler's neck.",rawdata_3864,rawdata_3864.csv
"Rosemary Clooney (May 23, 1928 - June 29, 2002) was an American popular singer and actress.",rawdata_3865,rawdata_3865.csv
"In 1954 she, along with Bing Crosby, Danny Kaye, and Vera-Ellen, starred in the movie White Christmas.",rawdata_3866,rawdata_3866.csv
"Clooney's first recordings, in May of 1946 were for Columbia Records as a singer with the big band of Tony Pastor.",rawdata_3867,rawdata_3867.csv
"Rosemary Clooney was married three times, twice to Jose Ferrer (from 1953 until 1961 and then again from 1964 to 1967) by whom she had five children, including actor Miguel Ferrer, born in 1955, and Gabriel Ferrer, born 1956, who married Debby Boone, and once to Dante DePaolo (whom she married in 1997).",rawdata_3868,rawdata_3868.csv
"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.",rawdata_3869,rawdata_3869.csv
In 1945 the Clooney sisters won a spot on Cincinnati's radio station WLW as singers.,rawdata_3870,rawdata_3870.csv
"She was born in Maysville, Kentucky, about 60 miles up the Ohio River from Cincinnati, Ohio to Andrew Joseph Clooney and Frances Marie Guilfoyle, both of whom were of Irish descent (Rosemary's paternal great-grandparents, Nicholas Clooney and Bridget Byron, were born in Ireland), although Clooney's paternal grandmother, Crescentia Koch, was German.",rawdata_3871,rawdata_3871.csv
"In 1958, Clooney left Columbia, doing a number of recordings for MGM Records and then some for Coral Records.",rawdata_3872,rawdata_3872.csv
"Finally, toward the end of 1958, she signed with RCA Victor Records, where she stayed until 1963 except for doing some recordings in 1960 for Reprise Records.",rawdata_3873,rawdata_3873.csv
"In 1964 she went to Reprise again, shifting the next year to Dot Records.",rawdata_3874,rawdata_3874.csv
In 1966 she went to United Artists Records.,rawdata_3875,rawdata_3875.csv
"In 1986 she sang a duet with Wild Man Fischer on ""It's a Hard Business"".",rawdata_3876,rawdata_3876.csv
"Michael McManus (born February 5, 1959) is a syndicated columnist who wrote Ethics & Religion.",rawdata_3877,rawdata_3877.csv
"On January 28, 2005 it was revealed that he accepted money from the George W. Bush administration to promote their marriage initiative program, which he did not disclose to his readers.",rawdata_3878,rawdata_3878.csv
"Timothy Bush, Sr. (c. 1728 - c. 1815) - soldier.",rawdata_3879,rawdata_3879.csv
"He is assumed to be the son of Richard Bush and Mary Fairbanks both of Dedham, Massachusetts.",rawdata_3880,rawdata_3880.csv
By training he was a blacksmith but when the American Revolution broke out militia Captain Bush led a company of soldiers for the Continental Army.,rawdata_3881,rawdata_3881.csv
"The family moved around 1810 to Springport, in Cayuga County in the Rochester, New York area.",rawdata_3882,rawdata_3882.csv
"He died in Springport, New York in 1815.",rawdata_3883,rawdata_3883.csv
"Through his son Timothy Bush, Jr., who was also a blacksmith, descended two American Presidents -George H. W. Bush and George W. Bush.",rawdata_3884,rawdata_3884.csv
Bush was a soldier in the French and Indian Wars and a Captain in the American Revolution and is the great-great-great-great-great grandfather of president George W. Bush.,rawdata_3885,rawdata_3885.csv
"They had five children after which they relocated to Norwich, Vermont where Bush was a Captain of a militia company.",rawdata_3886,rawdata_3886.csv
"Anne Hutchinson (July 17, 1591 - August 20, 1643) was the unauthorized Puritan preacher of a dissident church discussion group, and pioneer in Rhode Island and the Bronx.",rawdata_3887,rawdata_3887.csv
"Eventually, John Winthrop decided to take Hutchinson out of power before her influence became too strong among the community's men.",rawdata_3888,rawdata_3888.csv
After a two-day trial she was banished as a heretic in 1638 and led 60 followers to settle Aquidneck Island in what later became Rhode Island.,rawdata_3889,rawdata_3889.csv
"After many football insiders criticized Manning for being 0-3 in the playoffs, he won his first NFL playoff game against the Denver Broncos on January 4, 2004.",rawdata_3890,rawdata_3890.csv
Manning's Passer Rating in the Colts' playoff games against the Broncos and Kansas City Chiefs was a perfect 158.3.,rawdata_3891,rawdata_3891.csv
"He coached at Winston-Salem State University from 1946 to 1993, compiling a 828-447 record.",rawdata_3892,rawdata_3892.csv
He shared the honor with Tennessee Titans quarterback Steve McNair.,rawdata_3893,rawdata_3893.csv
"However, he posted the third lowest passer rating of his career - 35.5 - in the AFC title game against the New England Patriots, throwing four interceptions in a 24-14 loss.",rawdata_3894,rawdata_3894.csv
"He put up even more impressive numbers in his last season (3,819 yards, 36 touchdowns) and finished second in Heisman Trophy voting to The University of Michigan's Charles Woodson, although he was unable to beat arch rival University of Florida for the fourth consecutive time.",rawdata_3895,rawdata_3895.csv
"His mother Jacqueline Kennedy was married to Greek shipping tycoon Aristotle Onassis from 1968 until Onassis's death in 1975, when John was 14 years old.",rawdata_3896,rawdata_3896.csv
"By most accounts, Aristotle Onassis did not play a particularly significant role in young John's life.",rawdata_3897,rawdata_3897.csv
He graduated in 1983 with a bachelor's degree in history.,rawdata_3898,rawdata_3898.csv
Taylor was born with dual British and American citizenship.,rawdata_3899,rawdata_3899.csv
"Christian VII (January 29, 1749–March 13, 1808), King of Denmark and Norway, Duke of Schleswig and Holstein.",rawdata_3900,rawdata_3900.csv
"He was the son of Frederick V, King of Denmark, and his first consort Louisa, daughter of George II of Great Britain.",rawdata_3901,rawdata_3901.csv
He ultimately sank into a condition of mental stupor.,rawdata_3902,rawdata_3902.csv
"Patti was born Adela Juana Maria Patti to Italian parents in Madrid, Spain.",rawdata_3903,rawdata_3903.csv
"Symptoms during this time included paranoia, self-mutilation and hallucinations.",rawdata_3904,rawdata_3904.csv
"He became submissive to upstart Johann Friedrich Struensee, who rose steadily in power in the late 1760s.",rawdata_3905,rawdata_3905.csv
The neglected and lonely Caroline Mathilde drifted into an affair with Struensee.,rawdata_3906,rawdata_3906.csv
"However, it is widely believed that Louise was the daughter of Struensee - portrait comparisons have supported this.",rawdata_3907,rawdata_3907.csv
Struensee was arrested and executed in that same year.,rawdata_3908,rawdata_3908.csv
"Christian signed Struensee's arrest warrant with indifference, and under pressure from his paternal grandmother, Sophie Magdalene of Brandenburg-Kulmbach, who had led the movement to have the marriage dissolved.",rawdata_3909,rawdata_3909.csv
"Caroline Mathilde, retaining her title but not her children, eventually left Denmark in exile and passed her remaining days in neighbouring Celle.",rawdata_3910,rawdata_3910.csv
"She died of cancer there on May 11, 1775.",rawdata_3911,rawdata_3911.csv
"Franklin James Schaffner (May 30, 1920 – July 2, 1989) was an American film director.",rawdata_3912,rawdata_3912.csv
"Talia Shire (born April 25, 1946) is an American actress of Italian descent.",rawdata_3913,rawdata_3913.csv
"He appeared in 1953's Miss Sadie Thompson opposite Rita Hayworth, in 1954's The Caine Mutiny and the MGM musical Deep in My Heart.",rawdata_3914,rawdata_3914.csv
In 1955 Ferrer directed himself in The Shrike.,rawdata_3915,rawdata_3915.csv
"The Cockleshell Heroes followed a year later, along with The Great Man.",rawdata_3916,rawdata_3916.csv
In 1958 Ferrer appeared in I Accuse!,rawdata_3917,rawdata_3917.csv
"Ferrer also directed, but did not appear in, Return to Peyton Place in 1961 and also the re-make of State Fair in 1962.",rawdata_3918,rawdata_3918.csv
Clooney was Ferrer's third wife.,rawdata_3919,rawdata_3919.csv
"The two were married in 1953, divorced in 1961, and remarried in 1964, only to be divorced again in 1967.",rawdata_3920,rawdata_3920.csv
In 1950 Ferrer won an Academy Award for his portrayal of Cyrano de Bergerac in the 1950 film of that name.,rawdata_3921,rawdata_3921.csv
"He played Cyrano yet again in the French movie, Cyrano et D'Artagnan.",rawdata_3922,rawdata_3922.csv
Ferrer also had a recurring role as Julia Duffy's insanely wealthy Waspy father on the popular Newhart television sitcom in the U.S. in the 1980s.,rawdata_3923,rawdata_3923.csv
He also had a memorable recurring role as elegant and flamboyant attorney Reuben Marino on the soap opera Another World in the early 1980s.,rawdata_3924,rawdata_3924.csv
His nephew is the actor Jack Davenport.,rawdata_3925,rawdata_3925.csv
He flew a P-38 Lightning in the North African campaign of November 1942.,rawdata_3926,rawdata_3926.csv
"In his later years he became known as the last Australian politician to advocate, and use, capital punishment.",rawdata_3927,rawdata_3927.csv
He was educated at Skipton primary school and Ballarat Grammar: he was the last Victorian Premier not to have a university education.,rawdata_3928,rawdata_3928.csv
"On 2005-04-12, Bob Dole released his biography One Soldier's Story: A Memoir (ISBN 0060763418), which talks of his World War II experiences and his battle to survive his war injuries.",rawdata_3929,rawdata_3929.csv
"Dole took many odd-jobs around Russell as a boy, and would later work as a soda jerk in the local drug store.",rawdata_3930,rawdata_3930.csv
"He also ran unsuccessfully for the Republican Presidential nomination in 1980 and made a more serious bid for the Republican presidential nomination in 1988, losing to then-Vice President George H.W. Bush.",rawdata_3931,rawdata_3931.csv
"The contest between the two was bitter, although they differed little on issues.",rawdata_3932,rawdata_3932.csv
At one point when a newscaster was conducting a conversation with both of them he asked Dole if he had anything to say to Bush.,rawdata_3933,rawdata_3933.csv
While in the Senate he also served as chairman of the Republican National Committee from 1971 until 1973.,rawdata_3934,rawdata_3934.csv
"Webster English Young (December 3, 1932 – December 13, 2003) was an American jazz trumpeter and cornetist.",rawdata_3936,rawdata_3936.csv
He is of three quarters Irish and one quarter French descent.,rawdata_3937,rawdata_3937.csv
"He was, for a short time, a commentator opposite Bill Clinton on CBS's 60 Minutes.",rawdata_3938,rawdata_3938.csv
"As their desire for wealth grows, they discard spiritual and creative values.",rawdata_3940,rawdata_3940.csv
"Their greed leads to distrust and dishonesty, and eventually the society crumbles.",rawdata_3941,rawdata_3941.csv
"In The Law of Civilisation and Decay (1895), Adams noted that as new population centers emerged in the west, centers of world trade shifted from Constantinople to Venice to Amsterdam to London.",rawdata_3942,rawdata_3942.csv
He predicted in America's Economic Supremacy (1900) that New York would become the world trade center.,rawdata_3943,rawdata_3943.csv
"She died from multiple strokes and lung cancer on November 6, 2004 in Tarzana, California at the age of 70.",rawdata_3944,rawdata_3944.csv
"During the 1940s, Coppola worked under Arturo Toscanini with the NBC Symphony Orchestra.",rawdata_3945,rawdata_3945.csv
He was the younger brother of actors Lionel and Ethel Barrymore and the grandfather of Drew Barrymore.,rawdata_3946,rawdata_3946.csv
"They had two children, Dolores Ethel Mae Barrymore and John Drew Barrymore (father of Drew Barrymore).",rawdata_3947,rawdata_3947.csv
"When she became pregnant, Barrymore proposed marriage.",rawdata_3948,rawdata_3948.csv
"But White intervened, and arranged for the still-teenaged Evelyn to undergo an operation for appendicitis.",rawdata_3949,rawdata_3949.csv
"White was later murdered by Nesbit's vengeful husband, Pittsburgh millionaire Harry K. Thaw.",rawdata_3950,rawdata_3950.csv
"His dying words were 'Die? I should say not, dear fellow'.",rawdata_3951,rawdata_3951.csv
"In 1964 she went to Reprise again, shifting the next year to Dot Records.",rawdata_3952,rawdata_3952.csv
No Barrymore would allow such a conventional thing to happen to him.,rawdata_3953,rawdata_3953.csv
"According to Errol Flynn's memoirs, film director Raoul Walsh 'borrowed' Barrymore's body after the funeral, and left his corpse propped in a chair for a drunken Flynn to discover when he returned home from The Cock and Bull bar.",rawdata_3954,rawdata_3954.csv
Other accounts of this classic Hollywood tale substitute actor Peter Lorre in the place of Walsh.,rawdata_3955,rawdata_3955.csv
He is also notable in that he is the great great great grandfather of President George W. Bush through his son Reverend James Smith Bush.,rawdata_3956,rawdata_3956.csv
"He left home during the War of 1812 amd married in Rochester on November 8, 1821, Harriet Smith the daughter of Dr. Sanford Smith and Priscilla Whipple Smith.",rawdata_3957,rawdata_3957.csv
He and his wife had seven children.,rawdata_3958,rawdata_3958.csv
"With the aid of an aunt, the young Clampett designed the first Mickey Mouse dolls for Walt Disney.",rawdata_3959,rawdata_3959.csv
She was a researcher and reporter at Thames Television [1980 to 1983].,rawdata_3960,rawdata_3960.csv
"After two years of toiling in California he began passage home, by ship, to retrieve his family in New York.",rawdata_3961,rawdata_3961.csv
"He died, however, aboard ship and was given a sea burial.",rawdata_3962,rawdata_3962.csv
"He was an African-American jazz trumpeter, bandleader, singer, and composer.",rawdata_3963,rawdata_3963.csv
"In 1962, Clampett created an animated version of the show called Beany and Cecil, which ran on ABC for five years.",rawdata_3964,rawdata_3964.csv
The business was dissolved in 1834 due to the difficulties in placing Long's locomotive designs into production.,rawdata_3965,rawdata_3965.csv
"In 1814, he was commissioned a lieutenant of engineers in the United States Army.",rawdata_3966,rawdata_3966.csv
"In March 1819 he married Martha Hodgkins of Philadelphia, Pennsylvania.",rawdata_3967,rawdata_3967.csv
"The following month, as a brevet major in the U.S. Army, he was appointed to lead an expedition through the American West, in areas acquired in the Louisiana Purchase.",rawdata_3968,rawdata_3968.csv
"The specific purpose of the voyage was to the find the sources of the Platte, Arkansas, and Red rivers.",rawdata_3969,rawdata_3969.csv
"For a time in the summer of 1823, his expedition was joined by Italian explorer Giacomo Beltrami.",rawdata_3970,rawdata_3970.csv
She is the well-meaning and patient wife of Homer.,rawdata_3971,rawdata_3971.csv
"Her most notable physical feature is her blue hair, styled into an improbably high beehive.",rawdata_3972,rawdata_3972.csv
"It was once mentioned, by Homer, that she actually dyes her hair blue, as she's been gray as a mule since seventeen.",rawdata_3973,rawdata_3973.csv
"With a few exceptions, Marge spends most of her time tending to housework, minding Maggie, being supportive of Lisa, and either disciplining Bart or defending him from Homer's rage.",rawdata_3974,rawdata_3974.csv
"She was named after Margaret Marge Groening, mother of Matt Groening, creator of The Simpsons.",rawdata_3975,rawdata_3975.csv
"Her father, a former flight attendant (air steward), is deceased, although when or how this occurred has not been explained.",rawdata_3976,rawdata_3976.csv
"Her disapproving mother, Jacqueline, lives on but is rarely seen.",rawdata_3977,rawdata_3977.csv
"All members of the Bouvier family (except, of course, Marge) smoke heavily and have gruff voices and sarcastic, snarky demeanours.",rawdata_3978,rawdata_3978.csv
None of the other Bouvier family members approves of Marge's marriage to Homer.,rawdata_3979,rawdata_3979.csv
"His behaviour is often oafish, clumsy, and insensitive, but he still remains lovable.",rawdata_3980,rawdata_3980.csv
Over the years he has become one of the notable dads in television and the possible template for most bumbling albeit well-meaning fathers.,rawdata_3981,rawdata_3981.csv
"He spends a great deal of his time at Moe's Tavern with his lifelong friends Barney, Carl, Lenny, and bartender Moe.",rawdata_3982,rawdata_3982.csv
"He has rage issues and has been physically and violently abusive, often towards his son, whom he has strangled and even struck on numerous occasions.",rawdata_3983,rawdata_3983.csv
"Four months later, he was killed by a German sniper in World War II.",rawdata_3984,rawdata_3984.csv
"He was also the father of 3 children, including actress Drew Barrymore.",rawdata_3985,rawdata_3985.csv
"His parents divorced when John was around 6 years old in 1935, but he claimed (most likely fallaciously) to have met his father only once.",rawdata_3986,rawdata_3986.csv
"John ran away at age 17 and signed a film contract, but he repeatedly abandoned leading roles and had no major film career.",rawdata_3987,rawdata_3987.csv
"He was cremated, and the ashes were interred in the Eden Memorial Park Cemetery in Mission Hills, Los Angeles, California.",rawdata_3988,rawdata_3988.csv
"Aged 86 at death, Groucho was the longest-lived of all the Marx brothers, though younger brother Zeppo survived him by two years.",rawdata_3989,rawdata_3989.csv
Groucho did a German accent.,rawdata_3990,rawdata_3990.csv
"He was the best-known of modern Brazilian writers, with his work translated into some 30 languages and popularized in film, notably Dona Flor and her Two Husbands in 1978.",rawdata_3991,rawdata_3991.csv
"In this year, he released his first book, O País do Carnaval.",rawdata_3992,rawdata_3992.csv
"Marvin Pierce Bush (born October 22, 1956) is the youngest son of George H. W. Bush and Barbara Pierce, and brother of George W., John (Jeb), Neil and Dorothy.",rawdata_3993,rawdata_3993.csv
He is named for his maternal grandfather.,rawdata_3994,rawdata_3994.csv
He became a banker in Boston and was active in the local Democratic Party.,rawdata_3995,rawdata_3995.csv
HCC is a publicly traded insurance company on the New York Stock Exchange.,rawdata_3996,rawdata_3996.csv
"During his seventh-grade school year, Coltrane experienced three deaths in his close-knit family; he lost his aunt, his grandfather, and his father.",rawdata_3997,rawdata_3997.csv
Coltrane began playing music and practicing obsessively at about this time.,rawdata_3998,rawdata_3998.csv
"Though he was active before 1955, his prime years were between 1955 and 1967, during which time he reshaped modern jazz and influenced generations of other musicians.",rawdata_3999,rawdata_3999.csv
"He passed away from liver disease in his home in Dix Hills, New York.",rawdata_4000,rawdata_4000.csv
Jon is known in the NBA because of the courage and determination he shows on defense and in the clutch time.,rawdata_4001,rawdata_4001.csv
He is a sharp shooter from the three point range and also a very accurate free throw shooter.,rawdata_4002,rawdata_4002.csv
His nickname is Johnny B. Goode.,rawdata_4003,rawdata_4003.csv
Shortly afterwards he retired from the Army as a brevet major.,rawdata_4004,rawdata_4004.csv
"In 1874, at the age of 23, Gifford was a Lieutenant in the 2nd Battalion, 24th Foot (later the South Wales Borderers), British Army during the First Ashanti Expedition, when the following deed took place for which he was awarded the Victoria Cross:",rawdata_4005,rawdata_4005.csv
"James Arlington Wright (December 3, 1927 - March 25, 1980), was an American poet and writer.",rawdata_4006,rawdata_4006.csv
"He graduated and practiced law in a small firm which folded, then moved on to the firm of Rosenman, Colin, Kaye, Petschek and Freund, which had CBS Records as a client.",rawdata_4007,rawdata_4007.csv
"In the 1970s, Arista also had an extensive jazz line, most notably its Freedom imprint, concentrating on contemporary, sometimes avant-garde, musicians and widely praised reissues from the legendary Savoy label.",rawdata_4008,rawdata_4008.csv
"She was seen as a useful conduit for contracting an alliance between Portugal and England, after the treaty of the Pyrenees in 1659 where Portugal was arguably abandoned by France.",rawdata_4009,rawdata_4009.csv
"Following the restoration of Portuguese independence from Spain, and her father's accession to the throne on December 1, 1640, Catherine was engaged to Charles II.",rawdata_4010,rawdata_4010.csv
"Charles II married on May 3 or May 21, 1662, in Portsmouth, and her dowry brought Tangier and Bombay to British control.",rawdata_4011,rawdata_4011.csv
"She was not a particularly popular choice of queen, being a Roman Catholic, and her religion prevented her ever being crowned, since she could not take part in an Anglican service.",rawdata_4012,rawdata_4012.csv
"Despite Charles's reputation as a womaniser, Catherine never gave birth to a live heir, though she had several pregnancies, the last being in 1669.",rawdata_4013,rawdata_4013.csv
"Her position was a difficult one, as Charles continued to have children by his mistresses, but he insisted that she be treated with respect, and refused to divorce her.",rawdata_4014,rawdata_4014.csv
"Following his death, Catherine remained in England through the reign of James II of England and returned to Portugal during the joint reign of William III and Mary II.",rawdata_4015,rawdata_4015.csv
She died in Lisbon in 1705.,rawdata_4016,rawdata_4016.csv
Laurance married Mary French in 1934.,rawdata_4017,rawdata_4017.csv
"Erasmus Darwin (December 12, 1731 – April 18, 1802) trained as a physician and wrote extensively on medicine and botany, as well as poetry.",rawdata_4018,rawdata_4018.csv
"Catherine introduced, and made fashionable, the custom of drinking tea in England.",rawdata_4019,rawdata_4019.csv
"She was very popular and loved by the people, and the Queens borough of New York City was named after her.",rawdata_4020,rawdata_4020.csv
"They had four children: Frederick Dent Grant, Ulysses S. (Buck) Grant, Jr., Ellen (Nellie) Grant, and Jesse Root Grant.",rawdata_4021,rawdata_4021.csv
